symbol,signal_timestamp,signal_regime,entry_timestamp,entry_price,stop_loss,target_1,target_2,target_3,target_4,exit_timestamp,exit_price,exit_reason,r_multiple,holding_period_bars_or_days,composite_score,gate_5m_atr_momentum,gate_vwap_extension,gate_consolidation_coil,gate_volume_ignition,naive_baseline_fired,data_source_flags
NAVINFLUOR,2026-07-20 10:15:00 IST,BULL,2026-07-20 10:20:00 IST,7861.5,7480.06,8624.37,8624.38,8815.1,9005.82,2026-07-20 15:20:00 IST,7480.06,SL_HIT,-1.0,6,75.0,True,True,True,True,True,NONE
AVALON,2026-01-08 10:15:00 IST,SIDEWAYS,2026-01-08 10:20:00 IST,951.55,855.97,1142.71,1142.71,1190.5,1238.29,2026-01-08 15:20:00 IST,855.97,SL_HIT,-1.0,8,75.0,True,True,True,True,True,NONE
AVALON,2026-04-09 10:15:00 IST,BULL,2026-04-09 10:20:00 IST,1046.55,905.08,1329.49,1329.49,1400.22,1470.96,2026-04-09 15:20:00 IST,1329.49,T1_HIT,2.0,20,75.0,True,True,True,True,True,NONE
AVALON,2026-07-31 10:15:00 IST,BULL,2026-07-31 10:20:00 IST,1807.9,1621.08,2181.55,2181.54,2274.95,2368.36,2026-07-31 15:20:00 IST,2181.54,T1_HIT,2.0,12,75.0,True,True,True,True,True,NONE
AVALON,2026-08-07 10:15:00 IST,BULL,2026-08-07 10:20:00 IST,1965.3,1730.6,2434.71,2434.7,2552.05,2669.4,2026-08-07 15:20:00 IST,2196.71,HORIZON_REACHED,0.986,20,75.0,True,True,True,True,True,NONE
IGIL,2026-04-08 10:15:00 IST,SIDEWAYS,2026-04-08 10:20:00 IST,335.4,310.51,385.18,385.18,397.62,410.07,2026-04-08 15:20:00 IST,364.15,HORIZON_REACHED,1.155,20,75.0,True,True,True,True,True,NONE
IGIL,2026-04-16 10:15:00 IST,BULL,2026-04-16 10:20:00 IST,368.95,322.6,461.64,461.65,484.82,508.0,2026-04-16 15:20:00 IST,325.84,HORIZON_REACHED,-0.93,20,75.0,True,True,True,True,True,NONE
RTNPOWER,2026-04-08 10:15:00 IST,BEAR,2026-04-08 10:20:00 IST,8.74,7.48,11.25,11.26,11.89,12.52,2026-04-08 15:20:00 IST,10.29,HORIZON_REACHED,1.233,20,75.0,True,True,True,True,True,NONE
AVANTIFEED,2025-11-19 10:15:00 IST,BULL,2025-11-19 10:20:00 IST,841.65,723.35,1078.26,1078.25,1137.4,1196.55,2025-11-19 15:20:00 IST,854.19,HORIZON_REACHED,0.106,20,75.0,True,True,True,True,True,NONE
AVANTIFEED,2025-12-17 10:15:00 IST,BULL,2025-12-17 10:20:00 IST,854.15,786.41,989.63,989.63,1023.5,1057.37,2025-12-17 15:20:00 IST,786.41,SL_HIT,-1.0,16,75.0,True,True,True,True,True,NONE
AVANTIFEED,2026-01-01 10:15:00 IST,BULL,2026-01-01 10:20:00 IST,878.5,812.43,1010.64,1010.64,1043.68,1076.71,2026-01-01 15:20:00 IST,812.43,SL_HIT,-1.0,5,75.0,True,True,True,True,True,NONE
AVANTIFEED,2026-04-10 10:15:00 IST,BULL,2026-04-10 10:20:00 IST,1459.1,1161.87,2053.55,2053.56,2202.18,2350.79,2026-04-10 15:20:00 IST,1404.41,HORIZON_REACHED,-0.184,20,75.0,True,True,True,True,True,NONE
JBMA,2026-07-31 10:15:00 IST,BULL,2026-07-31 10:20:00 IST,2470.39,2419.48,2572.2,2572.21,2597.66,2623.12,2026-07-31 15:20:00 IST,2572.21,T1_HIT,2.0,3,75.0,True,True,True,True,True,NONE
VMM,2026-04-17 10:15:00 IST,BEAR,2026-04-17 10:20:00 IST,118.95,109.69,137.46,137.47,142.1,146.73,2026-04-17 15:20:00 IST,118.99,HORIZON_REACHED,0.004,20,75.0,True,True,True,True,True,NONE
PGEL,2025-09-12 10:15:00 IST,BULL,2025-09-12 10:20:00 IST,1460.16,1417.12,1546.24,1546.24,1567.76,1589.28,2025-09-12 15:20:00 IST,1546.24,T1_HIT,2.0,11,75.0,True,True,True,True,True,NONE
NESTLEIND,2026-01-30 10:15:00 IST,BULL,2026-01-30 10:20:00 IST,1318.9,1246.91,1462.89,1462.88,1498.88,1534.87,2026-01-30 15:20:00 IST,1285.5,HORIZON_REACHED,-0.464,20,75.0,True,True,True,True,True,NONE
NESTLEIND,2026-04-17 10:15:00 IST,BULL,2026-04-17 10:20:00 IST,1279.45,1197.63,1443.08,1443.09,1484.0,1524.91,2026-04-17 15:20:00 IST,1443.09,T1_HIT,2.0,8,75.0,True,True,True,True,True,NONE
APARINDS,2025-10-28 10:15:00 IST,BULL,2025-10-28 10:20:00 IST,9107.5,8474.79,10372.92,10372.92,10689.27,11005.63,2025-10-28 15:20:00 IST,8474.79,SL_HIT,-1.0,4,75.0,True,True,True,True,True,NONE
APARINDS,2025-11-12 10:15:00 IST,BULL,2025-11-12 10:20:00 IST,8980.0,8129.26,10681.49,10681.48,11106.85,11532.22,2025-11-12 15:20:00 IST,8815.81,HORIZON_REACHED,-0.193,20,75.0,True,True,True,True,True,NONE
APARINDS,2026-01-30 10:15:00 IST,BEAR,2026-01-30 10:20:00 IST,7994.0,6924.62,10132.75,10132.76,10667.45,11202.14,2026-01-30 15:20:00 IST,10132.76,T1_HIT,2.0,13,75.0,True,True,True,True,True,NONE
APARINDS,2026-02-27 10:15:00 IST,BULL,2026-02-27 10:20:00 IST,11180.5,9808.9,13923.69,13923.7,14609.5,15295.3,2026-02-27 15:20:00 IST,9808.9,SL_HIT,-1.0,7,75.0,True,True,True,True,True,NONE
APARINDS,2026-04-09 10:15:00 IST,BULL,2026-04-09 10:20:00 IST,10767.0,9248.84,13803.33,13803.32,14562.4,15321.48,2026-04-09 15:20:00 IST,12810.44,HORIZON_REACHED,1.346,20,75.0,True,True,True,True,True,NONE
NHPC,2025-10-03 10:15:00 IST,BULL,2025-10-03 10:20:00 IST,1691.64,1657.16,1760.59,1760.6,1777.84,1795.08,2025-10-03 15:20:00 IST,1760.6,T1_HIT,2.0,13,75.0,True,True,True,True,True,NONE
NHPC,2025-12-05 10:15:00 IST,BULL,2025-12-05 10:20:00 IST,2226.7,2184.63,2310.84,2310.84,2331.87,2352.91,2025-12-05 15:20:00 IST,2310.84,T1_HIT,2.0,6,75.0,True,True,True,True,True,NONE
NHPC,2026-07-10 10:15:00 IST,BULL,2026-07-10 10:20:00 IST,2960.68,2861.67,3158.68,3158.7,3208.2,3257.71,2026-07-10 15:20:00 IST,2861.67,SL_HIT,-1.0,14,75.0,True,True,True,True,True,NONE
DIXON,2026-05-22 10:15:00 IST,BEAR,2026-05-22 10:20:00 IST,11722.0,10522.48,14121.04,14121.04,14720.8,15320.56,2026-05-22 15:20:00 IST,12517.28,HORIZON_REACHED,0.663,20,75.0,True,True,True,True,True,NONE
TECHM,2025-11-12 10:15:00 IST,SIDEWAYS,2025-11-12 10:20:00 IST,1419.22,1346.4,1564.85,1564.86,1601.27,1637.68,2025-11-12 15:20:00 IST,1511.56,HORIZON_REACHED,1.268,20,75.0,True,True,True,True,True,NONE
TECHM,2026-05-29 10:15:00 IST,SIDEWAYS,2026-05-29 10:20:00 IST,1446.31,1366.8,1605.34,1605.33,1645.09,1684.84,2026-05-29 15:20:00 IST,1366.8,SL_HIT,-1.0,15,75.0,True,True,True,True,True,NONE
TECHM,2026-07-17 10:15:00 IST,BULL,2026-07-17 10:20:00 IST,1572.9,1439.57,1839.56,1839.56,1906.23,1972.89,2026-07-17 15:20:00 IST,1632.77,HORIZON_REACHED,0.449,20,75.0,True,True,True,True,True,NONE
HEXT,2026-06-29 10:15:00 IST,BEAR,2026-06-29 10:20:00 IST,519.4,479.33,599.54,599.54,619.57,639.61,2026-06-29 15:20:00 IST,562.96,HORIZON_REACHED,1.087,20,75.0,True,True,True,True,True,NONE
BLSE,2026-04-30 10:15:00 IST,BULL,2026-04-30 10:20:00 IST,197.57,175.45,241.81,241.81,252.87,263.93,2026-04-30 15:20:00 IST,220.11,HORIZON_REACHED,1.019,20,75.0,True,True,True,True,True,NONE
ZYDUSWELL,2025-12-31 10:15:00 IST,SIDEWAYS,2025-12-31 10:20:00 IST,453.69,418.89,523.29,523.29,540.69,558.09,2025-12-31 15:20:00 IST,418.89,SL_HIT,-1.0,14,75.0,True,True,True,True,True,NONE
ZYDUSWELL,2026-03-13 10:15:00 IST,BEAR,2026-03-13 10:20:00 IST,403.44,365.7,478.94,478.92,497.79,516.66,2026-03-13 15:20:00 IST,478.92,T1_HIT,2.0,13,75.0,True,True,True,True,True,NONE
WAAREEENER,2026-01-22 10:15:00 IST,BEAR,2026-01-22 10:20:00 IST,2641.7,2392.61,3139.88,3139.88,3264.42,3388.97,2026-01-22 15:20:00 IST,3139.88,T1_HIT,2.0,7,75.0,True,True,True,True,True,NONE
WAAREEENER,2026-06-19 10:15:00 IST,SIDEWAYS,2026-06-19 10:20:00 IST,3125.4,2989.39,3397.41,3397.42,3465.43,3533.43,2026-06-19 15:20:00 IST,2989.39,SL_HIT,-1.0,6,75.0,True,True,True,True,True,NONE
ACMESOLAR,2026-05-22 10:15:00 IST,BULL,2026-05-22 10:20:00 IST,290.2,266.43,337.74,337.74,349.62,361.51,2026-05-22 15:20:00 IST,337.74,T1_HIT,2.0,7,75.0,True,True,True,True,True,NONE
ACMESOLAR,2026-05-29 10:15:00 IST,BULL,2026-05-29 10:20:00 IST,310.1,281.97,366.37,366.36,380.43,394.49,2026-05-29 15:20:00 IST,357.19,HORIZON_REACHED,1.674,20,75.0,True,True,True,True,True,NONE
MAHSCOOTER,2026-06-26 10:15:00 IST,BULL,2026-06-26 10:20:00 IST,2096.13,2038.61,2211.18,2211.17,2239.93,2268.69,2026-06-26 15:20:00 IST,2082.84,HORIZON_REACHED,-0.231,20,75.0,True,True,True,True,True,NONE
SUNDRMFAST,2026-01-30 10:15:00 IST,SIDEWAYS,2026-01-30 10:20:00 IST,947.84,880.42,1082.67,1082.68,1116.39,1150.1,2026-01-30 15:20:00 IST,880.42,SL_HIT,-1.0,20,75.0,True,True,True,True,True,NONE
ANUP,2026-04-23 10:15:00 IST,BULL,2026-04-23 10:20:00 IST,2143.89,1965.46,2500.74,2500.75,2589.96,2679.18,2026-04-23 15:20:00 IST,1965.46,SL_HIT,-1.0,12,75.0,True,True,True,True,True,NONE
KIRLOSENG,2025-12-16 10:15:00 IST,BULL,2025-12-16 10:20:00 IST,1222.36,1068.33,1530.41,1530.42,1607.43,1684.45,2025-12-16 15:20:00 IST,1162.13,HORIZON_REACHED,-0.391,20,75.0,True,True,True,True,True,NONE
KIRLOSENG,2026-01-30 10:15:00 IST,BULL,2026-01-30 10:20:00 IST,1169.46,1065.09,1378.21,1378.2,1430.39,1482.57,2026-01-30 15:20:00 IST,1378.2,T1_HIT,2.0,9,75.0,True,True,True,True,True,NONE
KIRLOSENG,2026-05-29 10:15:00 IST,BULL,2026-05-29 10:20:00 IST,1923.93,1635.11,2501.57,2501.57,2645.98,2790.39,2026-05-29 15:20:00 IST,2501.57,T1_HIT,2.0,17,75.0,True,True,True,True,True,NONE
BERGEPAINT,2026-05-08 10:15:00 IST,SIDEWAYS,2026-05-08 10:20:00 IST,515.75,464.68,617.89,617.89,643.42,668.96,2026-05-08 15:20:00 IST,490.27,HORIZON_REACHED,-0.499,20,75.0,True,True,True,True,True,NONE
BERGEPAINT,2026-06-19 10:15:00 IST,BULL,2026-06-19 10:20:00 IST,550.7,502.29,647.52,647.52,671.73,695.93,2026-06-19 15:20:00 IST,502.29,SL_HIT,-1.0,13,75.0,True,True,True,True,True,NONE
CIPLA,2026-06-22 10:15:00 IST,SIDEWAYS,2026-06-22 10:20:00 IST,1415.7,1338.51,1570.08,1570.08,1608.68,1647.27,2026-06-22 15:20:00 IST,1441.64,HORIZON_REACHED,0.336,20,75.0,True,True,True,True,True,NONE
MAPMYINDIA,2026-05-11 10:15:00 IST,BEAR,2026-05-11 10:20:00 IST,1077.0,918.87,1393.27,1393.26,1472.33,1551.39,2026-05-11 15:20:00 IST,918.87,SL_HIT,-1.0,7,75.0,True,True,True,True,True,NONE
HAPPSTMNDS,2026-07-10 10:15:00 IST,BEAR,2026-07-10 10:20:00 IST,382.6,337.82,472.17,472.16,494.55,516.94,2026-07-10 15:20:00 IST,407.68,HORIZON_REACHED,0.56,20,75.0,True,True,True,True,True,NONE
MEDPLUS,2026-01-30 10:15:00 IST,SIDEWAYS,2026-01-30 10:20:00 IST,798.95,760.3,876.25,876.25,895.58,914.9,2026-01-30 15:20:00 IST,876.25,T1_HIT,2.0,3,75.0,True,True,True,True,True,NONE
SWIGGY,2025-12-12 10:15:00 IST,SIDEWAYS,2025-12-12 10:20:00 IST,416.5,378.89,491.73,491.72,510.53,529.33,2025-12-12 15:20:00 IST,378.89,SL_HIT,-1.0,15,75.0,True,True,True,True,True,NONE
SWIGGY,2026-02-10 10:15:00 IST,BEAR,2026-02-10 10:20:00 IST,355.75,312.46,442.33,442.33,463.98,485.62,2026-02-10 15:20:00 IST,312.46,SL_HIT,-1.0,10,75.0,True,True,True,True,True,NONE
SWIGGY,2026-07-07 10:15:00 IST,BEAR,2026-07-07 10:20:00 IST,266.27,235.03,328.74,328.75,344.37,359.99,2026-07-07 15:20:00 IST,291.01,HORIZON_REACHED,0.792,20,75.0,True,True,True,True,True,NONE
LGEINDIA,2026-04-10 10:15:00 IST,BULL,2026-04-10 10:20:00 IST,788.35,768.14,828.79,828.77,838.88,848.98,2026-04-10 15:20:00 IST,768.14,SL_HIT,-1.0,12,75.0,True,True,True,True,True,NONE
POWERMECH,2026-07-27 10:15:00 IST,BULL,2026-07-27 10:20:00 IST,2692.9,2505.25,3068.2,3068.2,3162.03,3255.85,2026-07-27 15:20:00 IST,2505.25,SL_HIT,-1.0,10,75.0,True,True,True,True,True,NONE
INDIAGLYCO,2026-04-30 10:15:00 IST,BULL,2026-04-30 10:20:00 IST,1042.05,946.78,1232.58,1232.59,1280.22,1327.86,2026-04-30 15:20:00 IST,1000.8,HORIZON_REACHED,-0.433,20,75.0,True,True,True,True,True,NONE
INDIAGLYCO,2026-05-07 10:15:00 IST,BULL,2026-05-07 10:20:00 IST,1140.3,1009.94,1401.02,1401.02,1466.2,1531.38,2026-05-07 15:20:00 IST,1009.94,SL_HIT,-1.0,6,75.0,True,True,True,True,True,NONE
YATHARTH,2026-02-20 10:15:00 IST,SIDEWAYS,2026-02-20 10:20:00 IST,720.3,668.51,823.88,823.88,849.77,875.67,2026-02-20 15:20:00 IST,668.51,SL_HIT,-1.0,7,75.0,True,True,True,True,True,NONE
YATHARTH,2026-05-08 10:15:00 IST,BULL,2026-05-08 10:20:00 IST,862.2,804.44,977.72,977.72,1006.6,1035.48,2026-05-08 15:20:00 IST,804.44,SL_HIT,-1.0,2,75.0,True,True,True,True,True,NONE
SGFIN,2026-01-07 10:15:00 IST,BULL,2026-01-07 10:20:00 IST,441.9,392.19,541.32,541.32,566.17,591.03,2026-01-07 15:20:00 IST,392.19,SL_HIT,-1.0,8,75.0,True,True,True,True,True,NONE
SGFIN,2026-02-12 10:15:00 IST,BULL,2026-02-12 10:20:00 IST,414.45,343.28,556.78,556.79,592.38,627.96,2026-02-12 15:20:00 IST,378.37,HORIZON_REACHED,-0.507,20,75.0,True,True,True,True,True,NONE
SGFIN,2026-04-16 10:15:00 IST,BULL,2026-04-16 10:20:00 IST,516.7,441.65,666.81,666.8,704.33,741.85,2026-04-16 15:20:00 IST,578.24,HORIZON_REACHED,0.82,20,75.0,True,True,True,True,True,NONE
SGFIN,2026-05-07 10:15:00 IST,BULL,2026-05-07 10:20:00 IST,605.15,549.17,717.11,717.11,745.1,773.09,2026-05-07 15:20:00 IST,549.17,SL_HIT,-1.0,7,75.0,True,True,True,True,True,NONE
RATEGAIN,2025-11-26 10:15:00 IST,BULL,2025-11-26 10:20:00 IST,722.35,667.65,831.75,831.75,859.1,886.45,2025-11-26 15:20:00 IST,667.65,SL_HIT,-1.0,5,75.0,True,True,True,True,True,NONE
RATEGAIN,2026-05-11 10:15:00 IST,BULL,2026-05-11 10:20:00 IST,658.0,587.6,798.8,798.8,834.0,869.2,2026-05-11 15:20:00 IST,798.8,T1_HIT,2.0,15,75.0,True,True,True,True,True,NONE
RATEGAIN,2026-06-01 10:15:00 IST,BULL,2026-06-01 10:20:00 IST,777.15,695.45,940.55,940.55,981.4,1022.25,2026-06-01 15:20:00 IST,864.41,HORIZON_REACHED,1.068,20,75.0,True,True,True,True,True,NONE
RATEGAIN,2026-08-03 10:15:00 IST,BULL,2026-08-03 10:20:00 IST,965.4,888.4,1119.4,1119.4,1157.9,1196.4,2026-08-03 15:20:00 IST,888.4,SL_HIT,-1.0,8,75.0,True,True,True,True,True,NONE
GESHIP,2025-11-12 10:15:00 IST,BULL,2025-11-12 10:20:00 IST,1135.56,1010.24,1386.2,1386.2,1448.86,1511.52,2025-11-12 15:20:00 IST,1070.64,HORIZON_REACHED,-0.518,20,75.0,True,True,True,True,True,NONE
GESHIP,2026-04-17 10:15:00 IST,BULL,2026-04-17 10:20:00 IST,1414.59,1305.62,1632.53,1632.53,1687.01,1741.5,2026-04-17 15:20:00 IST,1523.45,HORIZON_REACHED,0.999,20,75.0,True,True,True,True,True,NONE
GODFRYPHLP,2026-02-06 10:15:00 IST,BEAR,2026-02-06 10:20:00 IST,2188.3,1868.18,2828.54,2828.54,2988.6,3148.66,2026-02-06 15:20:00 IST,2006.15,HORIZON_REACHED,-0.569,20,75.0,True,True,True,True,True,NONE
GODFRYPHLP,2026-04-17 10:15:00 IST,BEAR,2026-04-17 10:20:00 IST,2207.7,1999.98,2623.14,2623.14,2727.0,2830.86,2026-04-17 15:20:00 IST,2424.98,HORIZON_REACHED,1.046,20,75.0,True,True,True,True,True,NONE
GODFRYPHLP,2026-05-08 10:15:00 IST,BEAR,2026-05-08 10:20:00 IST,2424.8,2180.46,2913.49,2913.48,3035.65,3157.82,2026-05-08 15:20:00 IST,2220.04,HORIZON_REACHED,-0.838,20,75.0,True,True,True,True,True,NONE
CSBBANK,2025-10-20 10:15:00 IST,BULL,2025-10-20 10:20:00 IST,423.75,379.55,512.15,512.15,534.25,556.35,2025-10-20 15:20:00 IST,421.41,HORIZON_REACHED,-0.053,20,75.0,True,True,True,True,True,NONE
CSBBANK,2025-12-24 10:15:00 IST,BULL,2025-12-24 10:20:00 IST,421.1,382.73,497.84,497.84,517.03,536.21,2025-12-24 15:20:00 IST,497.84,T1_HIT,2.0,7,75.0,True,True,True,True,True,NONE
JAIBALAJI,2025-12-31 10:15:00 IST,BEAR,2025-12-31 10:20:00 IST,72.29,61.53,93.81,93.81,99.19,104.57,2025-12-31 15:20:00 IST,68.98,HORIZON_REACHED,-0.308,20,75.0,True,True,True,True,True,NONE
JAIBALAJI,2026-02-05 10:15:00 IST,BEAR,2026-02-05 10:20:00 IST,75.07,65.02,95.16,95.17,100.19,105.22,2026-02-05 15:20:00 IST,65.02,SL_HIT,-1.0,10,75.0,True,True,True,True,True,NONE
JAIBALAJI,2026-04-08 10:15:00 IST,BEAR,2026-04-08 10:20:00 IST,62.72,53.3,81.56,81.56,86.27,90.98,2026-04-08 15:20:00 IST,81.56,T1_HIT,2.0,13,75.0,True,True,True,True,True,NONE
PHOENIXLTD,2026-06-16 10:15:00 IST,BULL,2026-06-16 10:20:00 IST,1868.2,1716.6,2171.4,2171.4,2247.2,2323.0,2026-06-16 15:20:00 IST,2132.44,HORIZON_REACHED,1.743,20,75.0,True,True,True,True,True,NONE
PHOENIXLTD,2026-06-30 10:15:00 IST,BULL,2026-06-30 10:20:00 IST,1948.6,1835.18,2175.44,2175.44,2232.15,2288.86,2026-06-30 15:20:00 IST,2023.23,HORIZON_REACHED,0.658,20,75.0,True,True,True,True,True,NONE
IREDA,2026-05-29 10:15:00 IST,SIDEWAYS,2026-05-29 10:20:00 IST,133.25,127.02,145.72,145.71,148.83,151.94,2026-05-29 15:20:00 IST,127.02,SL_HIT,-1.0,1,75.0,True,True,True,True,True,NONE
JSWSTEEL,2025-10-29 10:15:00 IST,BULL,2025-10-29 10:20:00 IST,1201.0,1122.65,1357.71,1357.7,1396.87,1436.05,2025-10-29 15:20:00 IST,1122.65,SL_HIT,-1.0,17,75.0,True,True,True,True,True,NONE
JSWSTEEL,2026-04-20 10:15:00 IST,BULL,2026-04-20 10:20:00 IST,1267.22,1179.44,1442.78,1442.78,1486.67,1530.56,2026-04-20 15:20:00 IST,1285.39,HORIZON_REACHED,0.207,20,75.0,True,True,True,True,True,NONE
JSWSTEEL,2026-07-20 10:15:00 IST,BULL,2026-07-20 10:20:00 IST,1257.0,1215.68,1339.64,1339.64,1360.3,1380.96,2026-07-20 15:20:00 IST,1277.78,HORIZON_REACHED,0.503,20,75.0,True,True,True,True,True,NONE
CGPOWER,2026-04-17 10:15:00 IST,BULL,2026-04-17 10:20:00 IST,774.8,703.07,918.26,918.26,954.12,989.99,2026-04-17 15:20:00 IST,838.21,HORIZON_REACHED,0.884,20,75.0,True,True,True,True,True,NONE
KDDL,2025-12-23 10:15:00 IST,SIDEWAYS,2025-12-23 10:20:00 IST,2394.8,2249.79,2684.82,2684.82,2757.33,2829.83,2025-12-23 15:20:00 IST,2249.79,SL_HIT,-1.0,13,75.0,True,True,True,True,True,NONE
KDDL,2025-12-31 10:15:00 IST,SIDEWAYS,2025-12-31 10:20:00 IST,2485.3,2304.38,2847.14,2847.14,2937.6,3028.06,2025-12-31 15:20:00 IST,2304.38,SL_HIT,-1.0,4,75.0,True,True,True,True,True,NONE
KDDL,2026-01-30 10:15:00 IST,BEAR,2026-01-30 10:20:00 IST,2312.4,2057.96,2821.28,2821.28,2948.5,3075.72,2026-01-30 15:20:00 IST,2434.53,HORIZON_REACHED,0.48,20,75.0,True,True,True,True,True,NONE
KDDL,2026-02-20 10:15:00 IST,SIDEWAYS,2026-02-20 10:20:00 IST,2485.2,2212.45,3030.7,3030.7,3167.07,3303.45,2026-02-20 15:20:00 IST,2212.45,SL_HIT,-1.0,14,75.0,True,True,True,True,True,NONE
KDDL,2026-06-22 10:15:00 IST,BULL,2026-06-22 10:20:00 IST,3164.4,2795.08,3903.04,3903.04,4087.7,4272.36,2026-06-22 15:20:00 IST,3190.99,HORIZON_REACHED,0.072,20,75.0,True,True,True,True,True,NONE
KDDL,2026-08-03 10:15:00 IST,BULL,2026-08-03 10:20:00 IST,3463.2,3059.07,4271.45,4271.46,4473.52,4675.59,2026-08-03 15:20:00 IST,3929.57,HORIZON_REACHED,1.154,20,75.0,True,True,True,True,True,NONE
RAMCOCEM,2026-03-27 10:15:00 IST,BULL,2026-03-27 10:20:00 IST,681.14,653.8,735.82,735.82,749.49,763.16,2026-03-27 15:20:00 IST,653.8,SL_HIT,-1.0,19,75.0,True,True,True,True,True,NONE
RAMCOCEM,2026-05-15 10:15:00 IST,SIDEWAYS,2026-05-15 10:20:00 IST,683.22,658.86,731.94,731.94,744.12,756.3,2026-05-15 15:20:00 IST,658.86,SL_HIT,-1.0,20,75.0,True,True,True,True,True,NONE
VBL,2026-05-22 10:15:00 IST,BULL,2026-05-22 10:20:00 IST,539.45,493.03,632.29,632.29,655.5,678.71,2026-05-22 15:20:00 IST,529.52,HORIZON_REACHED,-0.214,20,75.0,True,True,True,True,True,NONE
SANOFICONR,2026-02-27 10:15:00 IST,BULL,2026-02-27 10:20:00 IST,1784.12,1732.91,1886.54,1886.54,1912.14,1937.75,2026-02-27 15:20:00 IST,1732.91,SL_HIT,-1.0,3,75.0,True,True,True,True,True,NONE
AXISCADES,2026-01-29 10:15:00 IST,BEAR,2026-01-29 10:20:00 IST,1228.4,1057.03,1571.14,1571.14,1656.83,1742.51,2026-01-29 15:20:00 IST,1470.89,HORIZON_REACHED,1.415,20,75.0,True,True,True,True,True,NONE
AXISCADES,2026-03-30 10:15:00 IST,BULL,2026-03-30 10:20:00 IST,1514.4,1351.7,1839.8,1839.8,1921.15,2002.5,2026-03-30 15:20:00 IST,1839.8,T1_HIT,2.0,11,75.0,True,True,True,True,True,NONE
IRB,2026-02-27 10:15:00 IST,BULL,2026-02-27 10:20:00 IST,2216.81,2178.28,2293.85,2293.87,2313.13,2332.4,2026-02-27 15:20:00 IST,2178.28,SL_HIT,-1.0,4,75.0,True,True,True,True,True,NONE
JUBLINGREA,2026-07-02 10:15:00 IST,SIDEWAYS,2026-07-02 10:20:00 IST,668.55,596.08,813.49,813.49,849.72,885.96,2026-07-02 15:20:00 IST,728.48,HORIZON_REACHED,0.827,20,75.0,True,True,True,True,True,NONE
JUBLINGREA,2026-07-09 10:15:00 IST,BULL,2026-07-09 10:20:00 IST,713.1,637.55,864.2,864.2,901.98,939.75,2026-07-09 15:20:00 IST,756.99,HORIZON_REACHED,0.581,20,75.0,True,True,True,True,True,NONE
ABREL,2025-08-01 10:15:00 IST,BULL,2025-08-01 10:20:00 IST,854.19,818.98,924.6,924.61,942.22,959.82,2025-08-01 15:20:00 IST,818.98,SL_HIT,-1.0,11,75.0,True,True,True,True,True,NONE
ABREL,2025-11-21 10:15:00 IST,BEAR,2025-11-21 10:20:00 IST,716.48,695.73,757.99,757.98,768.36,778.73,2025-11-21 15:20:00 IST,729.78,HORIZON_REACHED,0.641,20,75.0,True,True,True,True,True,NONE
CANFINHOME,2025-10-20 10:15:00 IST,BULL,2025-10-20 10:20:00 IST,824.45,765.13,943.1,943.09,972.75,1002.41,2025-10-20 15:20:00 IST,875.52,HORIZON_REACHED,0.861,20,75.0,True,True,True,True,True,NONE
APLLTD,2025-11-04 10:15:00 IST,SIDEWAYS,2025-11-04 10:20:00 IST,960.7,888.2,1105.71,1105.7,1141.95,1178.2,2025-11-04 15:20:00 IST,888.2,SL_HIT,-1.0,14,75.0,True,True,True,True,True,NONE
APLLTD,2026-04-17 10:15:00 IST,BEAR,2026-04-17 10:20:00 IST,784.75,701.88,950.49,950.49,991.92,1033.36,2026-04-17 15:20:00 IST,784.09,HORIZON_REACHED,-0.008,20,75.0,True,True,True,True,True,NONE
APLLTD,2026-06-19 10:15:00 IST,BEAR,2026-06-19 10:20:00 IST,763.0,733.57,821.86,821.86,836.57,851.29,2026-06-19 15:20:00 IST,821.86,T1_HIT,2.0,7,75.0,True,True,True,True,True,NONE
SJS,2025-11-04 10:15:00 IST,BULL,2025-11-04 10:20:00 IST,1727.79,1479.32,2224.74,2224.73,2348.97,2473.2,2025-11-04 15:20:00 IST,1699.71,HORIZON_REACHED,-0.113,20,75.0,True,True,True,True,True,NONE
SJS,2026-06-15 10:15:00 IST,BULL,2026-06-15 10:20:00 IST,2200.23,1960.26,2680.16,2680.17,2800.16,2920.14,2026-06-15 15:20:00 IST,2154.64,HORIZON_REACHED,-0.19,20,75.0,True,True,True,True,True,NONE
SJS,2026-08-03 10:15:00 IST,BULL,2026-08-03 10:20:00 IST,2483.4,2291.68,2866.84,2866.84,2962.7,3058.56,2026-08-03 15:20:00 IST,2488.58,HORIZON_REACHED,0.027,20,75.0,True,True,True,True,True,NONE
HAPPYFORGE,2026-02-20 10:15:00 IST,BULL,2026-02-20 10:20:00 IST,1344.12,1242.61,1547.15,1547.14,1597.89,1648.65,2026-02-20 15:20:00 IST,1242.61,SL_HIT,-1.0,7,75.0,True,True,True,True,True,NONE
SEAMECLTD,2025-08-22 10:15:00 IST,BEAR,2025-08-22 10:20:00 IST,897.8,841.73,1009.93,1009.94,1037.97,1066.01,2025-08-22 15:20:00 IST,959.31,HORIZON_REACHED,1.097,20,75.0,True,True,True,True,True,NONE
SEAMECLTD,2025-12-11 10:15:00 IST,BULL,2025-12-11 10:20:00 IST,1055.6,949.07,1268.66,1268.66,1321.92,1375.19,2025-12-11 15:20:00 IST,1070.41,HORIZON_REACHED,0.139,20,75.0,True,True,True,True,True,NONE
