symbol,signal_timestamp,signal_regime,entry_timestamp,entry_price,stop_loss,target_1,target_2,target_3,target_4,exit_timestamp,exit_price,exit_reason,r_multiple,holding_period_bars_or_days,composite_score,gate_5m_atr_momentum,gate_vwap_extension,gate_consolidation_coil,gate_volume_ignition,naive_baseline_fired,data_source_flags
STYL,2026-07-14 10:15:00 IST,BULL,2026-07-14 10:20:00 IST,389.29,324.21,519.46,519.45,551.99,584.53,2026-07-14 15:20:00 IST,409.86,HORIZON_REACHED,0.316,20,75.0,True,True,True,True,True,NONE
LLOYDSME,2026-04-01 10:15:00 IST,BULL,2026-04-01 10:20:00 IST,1346.8,1180.08,1680.23,1680.24,1763.6,1846.96,2026-04-01 15:20:00 IST,1680.24,T1_HIT,2.0,13,75.0,True,True,True,True,True,NONE
LLOYDSME,2026-04-17 10:15:00 IST,BULL,2026-04-17 10:20:00 IST,1622.33,1453.55,1959.88,1959.89,2044.28,2128.67,2026-04-17 15:20:00 IST,1733.05,HORIZON_REACHED,0.656,20,75.0,True,True,True,True,True,NONE
IRCTC,2026-02-20 10:15:00 IST,BEAR,2026-02-20 10:20:00 IST,645.3,601.32,733.25,733.26,755.25,777.24,2026-02-20 15:20:00 IST,601.32,SL_HIT,-1.0,4,75.0,True,True,True,True,True,NONE
OILIETF.NS,2025-12-31 10:15:00 IST,BULL,2025-12-31 10:20:00 IST,12.39,11.75,13.67,13.67,13.99,14.31,2025-12-31 15:20:00 IST,11.75,SL_HIT,-1.0,6,75.0,True,True,True,True,True,NONE
MAHABANK,2026-01-14 10:15:00 IST,BULL,2026-01-14 10:20:00 IST,63.94,59.77,72.27,72.28,74.36,76.45,2026-01-14 15:20:00 IST,59.77,SL_HIT,-1.0,12,75.0,True,True,True,True,True,NONE
MAHABANK,2026-04-08 10:15:00 IST,BULL,2026-04-08 10:20:00 IST,68.89,59.87,86.93,86.93,91.44,95.95,2026-04-08 15:20:00 IST,84.03,HORIZON_REACHED,1.679,20,75.0,True,True,True,True,True,NONE
GVT&D,2026-04-23 10:15:00 IST,BULL,2026-04-23 10:20:00 IST,4496.4,4018.17,5452.87,5452.86,5691.97,5931.09,2026-04-23 15:20:00 IST,4794.82,HORIZON_REACHED,0.624,20,75.0,True,True,True,True,True,NONE
UNIPARTS,2025-10-07 10:15:00 IST,BULL,2025-10-07 10:20:00 IST,432.38,380.53,536.08,536.08,562.01,587.93,2025-10-07 15:20:00 IST,479.56,HORIZON_REACHED,0.91,20,75.0,True,True,True,True,True,NONE
UNIPARTS,2026-02-03 10:15:00 IST,BULL,2026-02-03 10:20:00 IST,484.48,397.62,658.21,658.2,701.63,745.06,2026-02-03 15:20:00 IST,444.87,HORIZON_REACHED,-0.456,20,75.0,True,True,True,True,True,NONE
UNIPARTS,2026-02-10 10:15:00 IST,BULL,2026-02-10 10:20:00 IST,517.13,451.67,648.07,648.05,680.78,713.51,2026-02-10 15:20:00 IST,451.67,SL_HIT,-1.0,14,75.0,True,True,True,True,True,NONE
UNIPARTS,2026-04-28 10:15:00 IST,BULL,2026-04-28 10:20:00 IST,527.55,490.12,602.41,602.41,621.12,639.84,2026-04-28 15:20:00 IST,602.41,T1_HIT,2.0,20,75.0,True,True,True,True,True,NONE
UNIPARTS,2026-05-26 10:15:00 IST,BULL,2026-05-26 10:20:00 IST,607.35,526.71,768.64,768.63,808.95,849.27,2026-05-26 15:20:00 IST,679.76,HORIZON_REACHED,0.898,20,75.0,True,True,True,True,True,NONE
GALAXYSURF,2026-08-03 10:15:00 IST,BULL,2026-08-03 10:20:00 IST,1988.8,1889.15,2188.1,2188.1,2237.92,2287.75,2026-08-03 15:20:00 IST,2188.1,T1_HIT,2.0,9,75.0,True,True,True,True,True,NONE
TATAINVEST,2026-02-19 10:15:00 IST,BEAR,2026-02-19 10:20:00 IST,688.75,616.78,832.69,832.69,868.68,904.66,2026-02-19 15:20:00 IST,616.78,SL_HIT,-1.0,11,75.0,True,True,True,True,True,NONE
TATAINVEST,2026-06-18 10:15:00 IST,SIDEWAYS,2026-06-18 10:20:00 IST,694.15,632.0,818.44,818.45,849.52,880.6,2026-06-18 15:20:00 IST,665.81,HORIZON_REACHED,-0.456,20,75.0,True,True,True,True,True,NONE
TATAINVEST,2026-07-09 10:15:00 IST,SIDEWAYS,2026-07-09 10:20:00 IST,684.85,657.77,739.01,739.01,752.55,766.09,2026-07-09 15:20:00 IST,657.77,SL_HIT,-1.0,7,75.0,True,True,True,True,True,NONE
JKLAKSHMI,2025-12-09 10:15:00 IST,BEAR,2025-12-09 10:20:00 IST,775.65,734.17,858.63,858.61,879.35,900.09,2025-12-09 15:20:00 IST,766.57,HORIZON_REACHED,-0.219,20,75.0,True,True,True,True,True,NONE
MARICO,2025-11-12 10:15:00 IST,SIDEWAYS,2025-11-12 10:20:00 IST,720.95,704.72,753.41,753.41,761.53,769.64,2025-11-12 15:20:00 IST,753.41,T1_HIT,2.0,3,75.0,True,True,True,True,True,NONE
TITAGARH,2025-12-23 10:15:00 IST,SIDEWAYS,2025-12-23 10:20:00 IST,837.05,760.71,989.73,989.73,1027.9,1066.07,2025-12-23 15:20:00 IST,760.71,SL_HIT,-1.0,20,75.0,True,True,True,True,True,NONE
RELTD,2026-06-19 10:15:00 IST,BULL,2026-06-19 10:20:00 IST,170.75,129.2,253.84,253.85,274.62,295.4,2026-06-19 15:20:00 IST,177.56,HORIZON_REACHED,0.164,20,75.0,True,True,True,True,True,NONE
PNBHOUSING,2026-04-16 10:15:00 IST,BULL,2026-04-16 10:20:00 IST,886.88,825.53,1009.57,1009.58,1040.26,1070.93,2026-04-16 15:20:00 IST,1009.58,T1_HIT,2.0,6,75.0,True,True,True,True,True,NONE
MEDANTA,2026-06-22 10:15:00 IST,BULL,2026-06-22 10:20:00 IST,1288.1,1205.16,1453.98,1453.98,1495.45,1536.92,2026-06-22 15:20:00 IST,1331.39,HORIZON_REACHED,0.522,20,75.0,True,True,True,True,True,NONE
MEDANTA,2026-08-03 10:15:00 IST,BULL,2026-08-03 10:20:00 IST,1444.39,1330.28,1672.6,1672.61,1729.67,1786.72,2026-08-03 15:20:00 IST,1479.65,HORIZON_REACHED,0.309,20,75.0,True,True,True,True,True,NONE
ZFCVINDIA,2026-01-30 10:15:00 IST,BULL,2026-01-30 10:20:00 IST,2493.84,2214.8,3051.94,3051.92,3191.44,3330.96,2026-01-30 15:20:00 IST,2522.86,HORIZON_REACHED,0.104,20,75.0,True,True,True,True,True,NONE
GRANULES,2025-12-17 10:15:00 IST,BULL,2025-12-17 10:20:00 IST,579.7,548.81,641.48,641.48,656.93,672.37,2025-12-17 15:20:00 IST,583.1,HORIZON_REACHED,0.11,20,75.0,True,True,True,True,True,NONE
GRANULES,2026-03-24 10:15:00 IST,BULL,2026-03-24 10:20:00 IST,606.35,561.95,695.15,695.15,717.35,739.55,2026-03-24 15:20:00 IST,695.15,T1_HIT,2.0,18,75.0,True,True,True,True,True,NONE
GRANULES,2026-04-20 10:15:00 IST,BULL,2026-04-20 10:20:00 IST,664.45,613.96,765.42,765.43,790.68,815.92,2026-04-20 15:20:00 IST,731.45,HORIZON_REACHED,1.327,20,75.0,True,True,True,True,True,NONE
AETHER,2026-01-01 10:15:00 IST,BULL,2026-01-01 10:20:00 IST,898.95,826.36,1044.14,1044.13,1080.43,1116.72,2026-01-01 15:20:00 IST,1002.03,HORIZON_REACHED,1.42,20,75.0,True,True,True,True,True,NONE
AETHER,2026-07-31 10:15:00 IST,BULL,2026-07-31 10:20:00 IST,1539.6,1394.92,1828.96,1828.96,1901.3,1973.64,2026-07-31 15:20:00 IST,1696.87,HORIZON_REACHED,1.087,20,75.0,True,True,True,True,True,NONE
WABAG,2026-05-22 10:15:00 IST,BULL,2026-05-22 10:20:00 IST,1427.92,1318.66,1646.42,1646.44,1701.07,1755.7,2026-05-22 15:20:00 IST,1646.44,T1_HIT,2.0,16,75.0,True,True,True,True,True,NONE
INOXWIND,2026-07-31 10:15:00 IST,BULL,2026-07-31 10:20:00 IST,3465.89,3318.64,3760.38,3760.39,3834.01,3907.64,2026-07-31 15:20:00 IST,3318.64,SL_HIT,-1.0,13,75.0,True,True,True,True,True,NONE
BSOFT,2026-05-15 10:15:00 IST,SIDEWAYS,2026-05-15 10:20:00 IST,1075.6,1042.5,1141.78,1141.8,1158.35,1174.9,2026-05-15 15:20:00 IST,1042.5,SL_HIT,-1.0,12,75.0,True,True,True,True,True,NONE
BSOFT,2026-07-31 10:15:00 IST,SIDEWAYS,2026-07-31 10:20:00 IST,1071.99,1040.38,1135.2,1135.21,1151.01,1166.82,2026-07-31 15:20:00 IST,1040.38,SL_HIT,-1.0,13,75.0,True,True,True,True,True,NONE
OPTIEMUS,2026-02-27 10:15:00 IST,BULL,2026-02-27 10:20:00 IST,773.49,764.08,792.3,792.31,797.01,801.72,2026-02-27 15:20:00 IST,764.08,SL_HIT,-1.0,10,75.0,True,True,True,True,True,NONE
OPTIEMUS,2026-06-19 10:15:00 IST,BULL,2026-06-19 10:20:00 IST,1050.22,1024.18,1102.32,1102.3,1115.32,1128.34,2026-06-19 15:20:00 IST,1024.18,SL_HIT,-1.0,9,75.0,True,True,True,True,True,NONE
REDINGTON,2026-06-18 10:15:00 IST,BULL,2026-06-18 10:20:00 IST,266.11,221.11,356.09,356.11,378.61,401.11,2026-06-18 15:20:00 IST,276.1,HORIZON_REACHED,0.222,20,75.0,True,True,True,True,True,NONE
INFOBEAN,2026-01-22 10:15:00 IST,BULL,2026-01-22 10:20:00 IST,223.66,189.16,292.66,292.66,309.91,327.16,2026-01-22 15:20:00 IST,189.16,SL_HIT,-1.0,2,75.0,True,True,True,True,True,NONE
INFOBEAN,2026-07-03 10:15:00 IST,SIDEWAYS,2026-07-03 10:20:00 IST,166.49,152.07,195.33,195.33,202.54,209.75,2026-07-03 15:20:00 IST,165.87,HORIZON_REACHED,-0.043,20,75.0,True,True,True,True,True,NONE
DABUR,2025-11-04 10:15:00 IST,SIDEWAYS,2025-11-04 10:20:00 IST,507.75,475.82,571.61,571.61,587.58,603.54,2025-11-04 15:20:00 IST,499.51,HORIZON_REACHED,-0.258,20,75.0,True,True,True,True,True,NONE
DABUR,2026-01-22 10:15:00 IST,BULL,2026-01-22 10:20:00 IST,518.62,493.61,568.65,568.64,581.14,593.65,2026-01-22 15:20:00 IST,493.61,SL_HIT,-1.0,4,75.0,True,True,True,True,True,NONE
DABUR,2026-04-17 10:15:00 IST,BEAR,2026-04-17 10:20:00 IST,437.18,416.02,479.5,479.5,490.08,500.66,2026-04-17 15:20:00 IST,479.5,T1_HIT,2.0,15,75.0,True,True,True,True,True,NONE
RISHABH,2025-10-28 10:15:00 IST,BULL,2025-10-28 10:20:00 IST,410.95,366.32,500.2,500.21,522.52,544.84,2025-10-28 15:20:00 IST,366.32,SL_HIT,-1.0,7,75.0,True,True,True,True,True,NONE
RISHABH,2026-01-01 10:15:00 IST,BULL,2026-01-01 10:20:00 IST,425.9,377.87,521.96,521.96,545.97,569.99,2026-01-01 15:20:00 IST,377.87,SL_HIT,-1.0,5,75.0,True,True,True,True,True,NONE
RISHABH,2026-05-19 10:15:00 IST,BULL,2026-05-19 10:20:00 IST,529.2,449.83,687.94,687.94,727.63,767.31,2026-05-19 15:20:00 IST,551.19,HORIZON_REACHED,0.277,20,75.0,True,True,True,True,True,NONE
SURYAROSNI,2026-04-10 10:15:00 IST,SIDEWAYS,2026-04-10 10:20:00 IST,1376.53,1352.91,1423.76,1423.77,1435.58,1447.39,2026-04-10 15:20:00 IST,1352.91,SL_HIT,-1.0,4,75.0,True,True,True,True,True,NONE
HCL-INSYS,2026-01-02 10:15:00 IST,SIDEWAYS,2026-01-02 10:20:00 IST,14.45,13.21,16.93,16.93,17.55,18.17,2026-01-02 15:20:00 IST,13.21,SL_HIT,-1.0,6,75.0,True,True,True,True,True,NONE
HCL-INSYS,2026-02-09 10:15:00 IST,BEAR,2026-02-09 10:20:00 IST,13.41,12.22,15.79,15.79,16.38,16.98,2026-02-09 15:20:00 IST,12.22,SL_HIT,-1.0,15,75.0,True,True,True,True,True,NONE
CDSL,2025-11-12 10:15:00 IST,BULL,2025-11-12 10:20:00 IST,1640.34,1490.24,1940.53,1940.54,2015.59,2090.64,2025-11-12 15:20:00 IST,1490.24,SL_HIT,-1.0,19,75.0,True,True,True,True,True,NONE
CDSL,2026-07-10 10:15:00 IST,BULL,2026-07-10 10:20:00 IST,1418.96,1286.02,1684.83,1684.84,1751.31,1817.78,2026-07-10 15:20:00 IST,1328.03,HORIZON_REACHED,-0.684,20,75.0,True,True,True,True,True,NONE
SHRIRAMFIN,2026-06-12 10:15:00 IST,BULL,2026-06-12 10:20:00 IST,949.58,871.8,1105.14,1105.14,1144.03,1182.92,2026-06-12 15:20:00 IST,1044.08,HORIZON_REACHED,1.215,20,75.0,True,True,True,True,True,NONE
SUPREMEIND,2026-01-01 10:15:00 IST,BEAR,2026-01-01 10:20:00 IST,3459.93,3226.35,3927.1,3927.09,4043.88,4160.67,2026-01-01 15:20:00 IST,3488.89,HORIZON_REACHED,0.124,20,75.0,True,True,True,True,True,NONE
KITEX,2026-06-12 10:15:00 IST,SIDEWAYS,2026-06-12 10:20:00 IST,1900.02,1868.25,1963.56,1963.56,1979.44,1995.33,2026-06-12 15:20:00 IST,1868.25,SL_HIT,-1.0,4,75.0,True,True,True,True,True,NONE
ROUTE,2026-06-19 10:15:00 IST,BULL,2026-06-19 10:20:00 IST,2044.41,2011.27,2110.68,2110.69,2127.26,2143.83,2026-06-19 15:20:00 IST,2011.27,SL_HIT,-1.0,2,75.0,True,True,True,True,True,NONE
DYNAMATECH,2025-12-09 10:15:00 IST,BULL,2025-12-09 10:20:00 IST,9659.84,8311.5,12356.51,12356.52,13030.69,13704.86,2025-12-09 15:20:00 IST,9054.44,HORIZON_REACHED,-0.449,20,75.0,True,True,True,True,True,NONE
^CNXENERGY,2025-10-29 10:15:00 IST,BULL,2025-10-29 10:20:00 IST,36347.95,35466.93,38110.0,38109.99,38550.5,38991.01,2025-10-29 15:20:00 IST,35466.93,SL_HIT,-1.0,17,75.0,True,True,True,True,True,NONE
^CNXENERGY,2026-03-12 10:15:00 IST,BULL,2026-03-12 10:20:00 IST,36834.35,35234.86,40033.34,40033.33,40833.07,41632.82,2026-03-12 15:20:00 IST,35234.86,SL_HIT,-1.0,7,75.0,True,True,True,True,True,NONE
PIIND,2026-01-30 10:15:00 IST,BULL,2026-01-30 10:20:00 IST,989.03,955.05,1057.0,1056.99,1073.98,1090.97,2026-01-30 15:20:00 IST,1056.99,T1_HIT,2.0,12,75.0,True,True,True,True,True,NONE
GREAVESCOT,2026-07-02 10:15:00 IST,BULL,2026-07-02 10:20:00 IST,229.15,205.16,277.14,277.13,289.12,301.12,2026-07-02 15:20:00 IST,231.81,HORIZON_REACHED,0.111,20,75.0,True,True,True,True,True,NONE
LXCHEM,2026-02-06 10:15:00 IST,SIDEWAYS,2026-02-06 10:20:00 IST,1266.2,1244.61,1309.38,1309.38,1320.18,1330.97,2026-02-06 15:20:00 IST,1244.61,SL_HIT,-1.0,3,75.0,True,True,True,True,True,NONE
LXCHEM,2026-08-07 10:15:00 IST,BULL,2026-08-07 10:20:00 IST,1395.09,1350.49,1484.3,1484.29,1506.59,1528.89,2026-08-07 15:20:00 IST,1350.49,SL_HIT,-1.0,2,75.0,True,True,True,True,True,NONE
AEROFLEX,2026-01-29 10:15:00 IST,SIDEWAYS,2026-01-29 10:20:00 IST,180.77,157.07,228.17,228.17,240.02,251.87,2026-01-29 15:20:00 IST,228.17,T1_HIT,2.0,14,75.0,True,True,True,True,True,NONE
AEROFLEX,2026-05-07 10:15:00 IST,BULL,2026-05-07 10:20:00 IST,413.21,290.96,657.7,657.71,718.84,779.96,2026-05-07 15:20:00 IST,439.0,HORIZON_REACHED,0.211,20,75.0,True,True,True,True,True,NONE
APOLLO,2025-12-02 10:15:00 IST,SIDEWAYS,2025-12-02 10:20:00 IST,280.35,255.53,330.0,329.99,342.4,354.81,2025-12-02 15:20:00 IST,255.53,SL_HIT,-1.0,4,75.0,True,True,True,True,True,NONE
APOLLO,2026-02-26 10:15:00 IST,BEAR,2026-02-26 10:20:00 IST,248.25,227.13,290.49,290.49,301.05,311.61,2026-02-26 15:20:00 IST,227.13,SL_HIT,-1.0,2,75.0,True,True,True,True,True,NONE
HBLENGINE,2026-07-31 10:15:00 IST,BEAR,2026-07-31 10:20:00 IST,718.7,683.31,789.48,789.48,807.18,824.87,2026-07-31 15:20:00 IST,683.31,SL_HIT,-1.0,10,75.0,True,True,True,True,True,NONE
OFSS,2026-02-27 10:15:00 IST,BEAR,2026-02-27 10:20:00 IST,6738.94,6201.45,7813.92,7813.92,8082.66,8351.41,2026-02-27 15:20:00 IST,6201.45,SL_HIT,-1.0,10,75.0,True,True,True,True,True,NONE
OFSS,2026-07-10 10:15:00 IST,BULL,2026-07-10 10:20:00 IST,11651.0,10744.25,13464.49,13464.5,13917.88,14371.25,2026-07-10 15:20:00 IST,10744.25,SL_HIT,-1.0,8,75.0,True,True,True,True,True,NONE
BANKINDIA,2026-07-03 10:15:00 IST,BULL,2026-07-03 10:20:00 IST,879.35,857.17,923.72,923.71,934.8,945.89,2026-07-03 15:20:00 IST,923.71,T1_HIT,2.0,6,75.0,True,True,True,True,True,NONE
NH,2025-11-04 10:15:00 IST,SIDEWAYS,2025-11-04 10:20:00 IST,1826.25,1724.33,2030.1,2030.09,2081.05,2132.01,2025-11-04 15:20:00 IST,2030.09,T1_HIT,2.0,8,75.0,True,True,True,True,True,NONE
NH,2026-01-01 10:15:00 IST,BULL,2026-01-01 10:20:00 IST,1930.12,1793.84,2202.68,2202.68,2270.82,2338.96,2026-01-01 15:20:00 IST,1793.84,SL_HIT,-1.0,14,75.0,True,True,True,True,True,NONE
NH,2026-07-03 10:15:00 IST,BULL,2026-07-03 10:20:00 IST,1998.37,1879.11,2236.89,2236.89,2296.52,2356.15,2026-07-03 15:20:00 IST,2029.26,HORIZON_REACHED,0.259,20,75.0,True,True,True,True,True,NONE
AMBER,2025-09-05 10:15:00 IST,BULL,2025-09-05 10:20:00 IST,1122.0,1089.73,1186.53,1186.54,1202.67,1218.81,2025-09-05 15:20:00 IST,1089.73,SL_HIT,-1.0,2,75.0,True,True,True,True,True,NONE
ADANIENSOL,2025-12-10 10:15:00 IST,BULL,2025-12-10 10:20:00 IST,982.55,944.1,1059.46,1059.45,1078.67,1097.9,2025-12-10 15:20:00 IST,1059.45,T1_HIT,2.0,15,75.0,True,True,True,True,True,NONE
ADANIENSOL,2026-01-01 10:15:00 IST,BULL,2026-01-01 10:20:00 IST,1046.4,987.75,1163.71,1163.7,1193.03,1222.35,2026-01-01 15:20:00 IST,987.75,SL_HIT,-1.0,6,75.0,True,True,True,True,True,NONE
ADANIENSOL,2026-04-24 10:15:00 IST,BULL,2026-04-24 10:20:00 IST,1411.95,1215.36,1805.14,1805.13,1903.43,2001.72,2026-04-24 15:20:00 IST,1367.91,HORIZON_REACHED,-0.224,20,75.0,True,True,True,True,True,NONE
ADANIENSOL,2026-06-05 10:15:00 IST,BULL,2026-06-05 10:20:00 IST,1579.0,1439.34,1858.31,1858.32,1928.15,1997.98,2026-06-05 15:20:00 IST,1568.8,HORIZON_REACHED,-0.073,20,75.0,True,True,True,True,True,NONE
GNFC,2026-07-16 10:15:00 IST,BULL,2026-07-16 10:20:00 IST,513.0,491.06,556.87,556.88,567.85,578.82,2026-07-16 15:20:00 IST,556.88,T1_HIT,2.0,15,75.0,True,True,True,True,True,NONE
GNFC,2026-08-06 10:15:00 IST,BULL,2026-08-06 10:20:00 IST,542.95,507.84,613.17,613.17,630.73,648.28,2026-08-06 15:20:00 IST,613.17,T1_HIT,2.0,8,75.0,True,True,True,True,True,NONE
^CNXPHARMA,2025-11-13 10:15:00 IST,BULL,2025-11-13 10:20:00 IST,22686.8,22083.35,23893.69,23893.7,24195.43,24497.15,2025-11-13 15:20:00 IST,22783.35,HORIZON_REACHED,0.16,20,75.0,True,True,True,True,True,NONE
ADANIENT,2026-05-04 10:15:00 IST,BULL,2026-05-04 10:20:00 IST,2484.59,2277.99,2897.78,2897.79,3001.09,3104.39,2026-05-04 15:20:00 IST,2897.79,T1_HIT,2.0,16,75.0,True,True,True,True,True,NONE
AADHARHFC,2026-01-30 10:15:00 IST,SIDEWAYS,2026-01-30 10:20:00 IST,491.3,465.35,543.2,543.2,556.17,569.15,2026-01-30 15:20:00 IST,465.35,SL_HIT,-1.0,10,75.0,True,True,True,True,True,NONE
AADHARHFC,2026-03-09 10:15:00 IST,SIDEWAYS,2026-03-09 10:20:00 IST,481.7,427.97,589.15,589.16,616.02,642.89,2026-03-09 15:20:00 IST,471.97,HORIZON_REACHED,-0.181,20,75.0,True,True,True,True,True,NONE
AADHARHFC,2026-06-19 10:15:00 IST,BULL,2026-06-19 10:20:00 IST,515.1,456.55,632.21,632.2,661.48,690.75,2026-06-19 15:20:00 IST,517.27,HORIZON_REACHED,0.037,20,75.0,True,True,True,True,True,NONE
AADHARHFC,2026-07-03 10:15:00 IST,BULL,2026-07-03 10:20:00 IST,555.6,500.42,665.95,665.96,693.55,721.14,2026-07-03 15:20:00 IST,500.42,SL_HIT,-1.0,14,75.0,True,True,True,True,True,NONE
KRISHANA,2026-04-16 10:15:00 IST,BULL,2026-04-16 10:20:00 IST,127.95,110.51,162.82,162.83,171.55,180.27,2026-04-16 15:20:00 IST,137.72,HORIZON_REACHED,0.56,20,75.0,True,True,True,True,True,NONE
KRISHANA,2026-05-21 10:15:00 IST,BULL,2026-05-21 10:20:00 IST,140.4,128.97,163.25,163.26,168.98,174.69,2026-05-21 15:20:00 IST,137.34,HORIZON_REACHED,-0.268,20,75.0,True,True,True,True,True,NONE
KRISHANA,2026-07-23 10:15:00 IST,BULL,2026-07-23 10:20:00 IST,155.75,133.2,200.84,200.85,212.13,223.4,2026-07-23 15:20:00 IST,196.52,HORIZON_REACHED,1.808,20,75.0,True,True,True,True,True,NONE
ANGELONE,2026-01-14 10:15:00 IST,BULL,2026-01-14 10:20:00 IST,247.76,224.62,294.02,294.04,305.61,317.18,2026-01-14 15:20:00 IST,224.62,SL_HIT,-1.0,12,75.0,True,True,True,True,True,NONE
ANGELONE,2026-04-08 10:15:00 IST,BULL,2026-04-08 10:20:00 IST,266.79,224.31,351.77,351.75,372.99,394.23,2026-04-08 15:20:00 IST,321.59,HORIZON_REACHED,1.29,20,75.0,True,True,True,True,True,NONE
TMB,2025-11-07 10:15:00 IST,BULL,2025-11-07 10:20:00 IST,1122.31,1089.37,1188.2,1188.19,1204.66,1221.13,2025-11-07 15:20:00 IST,1188.19,T1_HIT,2.0,14,75.0,True,True,True,True,True,NONE
CPPLUS,2025-11-14 10:15:00 IST,BULL,2025-11-14 10:20:00 IST,869.64,842.16,924.6,924.6,938.34,952.08,2025-11-14 15:20:00 IST,924.6,T1_HIT,2.0,14,75.0,True,True,True,True,True,NONE
POLYMED,2026-06-04 10:15:00 IST,BEAR,2026-06-04 10:20:00 IST,1405.0,1293.27,1628.47,1628.46,1684.33,1740.19,2026-06-04 15:20:00 IST,1628.46,T1_HIT,2.0,12,75.0,True,True,True,True,True,NONE
POLYMED,2026-06-11 10:15:00 IST,BEAR,2026-06-11 10:20:00 IST,1478.9,1323.83,1789.03,1789.04,1866.58,1944.11,2026-06-11 15:20:00 IST,1645.91,HORIZON_REACHED,1.077,20,75.0,True,True,True,True,True,NONE
POLYMED,2026-07-02 10:15:00 IST,BULL,2026-07-02 10:20:00 IST,1732.3,1610.08,1976.74,1976.74,2037.85,2098.96,2026-07-02 15:20:00 IST,1610.08,SL_HIT,-1.0,4,75.0,True,True,True,True,True,NONE
ASKAUTOLTD,2025-12-05 10:15:00 IST,BULL,2025-12-05 10:20:00 IST,2189.56,2125.41,2317.84,2317.86,2349.94,2382.01,2025-12-05 15:20:00 IST,2317.86,T1_HIT,2.0,10,75.0,True,True,True,True,True,NONE
ASKAUTOLTD,2026-05-08 10:15:00 IST,BULL,2026-05-08 10:20:00 IST,2325.0,2263.98,2447.05,2447.04,2477.55,2508.06,2026-05-08 15:20:00 IST,2263.98,SL_HIT,-1.0,10,75.0,True,True,True,True,True,NONE
MODISONLTD,2025-12-02 10:15:00 IST,SIDEWAYS,2025-12-02 10:20:00 IST,146.01,136.07,165.88,165.89,170.86,175.83,2025-12-02 15:20:00 IST,136.07,SL_HIT,-1.0,5,75.0,True,True,True,True,True,NONE
BANKBEES.NS,2026-02-18 10:15:00 IST,BULL,2026-02-18 10:20:00 IST,635.86,616.61,674.36,674.36,683.99,693.61,2026-02-18 15:20:00 IST,616.61,SL_HIT,-1.0,8,75.0,True,True,True,True,True,NONE
CRISIL,2025-10-20 10:15:00 IST,SIDEWAYS,2025-10-20 10:20:00 IST,4850.95,4488.49,5575.87,5575.87,5757.1,5938.33,2025-10-20 15:20:00 IST,4593.6,HORIZON_REACHED,-0.71,20,75.0,True,True,True,True,True,NONE
CRISIL,2026-04-17 10:15:00 IST,BEAR,2026-04-17 10:20:00 IST,4326.42,3807.48,5364.3,5364.3,5623.77,5883.24,2026-04-17 15:20:00 IST,4137.53,HORIZON_REACHED,-0.364,20,75.0,True,True,True,True,True,NONE
CRISIL,2026-06-19 10:15:00 IST,BEAR,2026-06-19 10:20:00 IST,4132.0,3841.13,4713.74,4713.74,4859.17,5004.61,2026-06-19 15:20:00 IST,4245.73,HORIZON_REACHED,0.391,20,75.0,True,True,True,True,True,NONE
TCS,2025-11-12 10:15:00 IST,BULL,2025-11-12 10:20:00 IST,3018.19,2848.75,3357.07,3357.07,3441.79,3526.51,2025-11-12 15:20:00 IST,3073.43,HORIZON_REACHED,0.326,20,75.0,True,True,True,True,True,NONE
VOLTAMP,2025-11-21 10:15:00 IST,SIDEWAYS,2025-11-21 10:20:00 IST,1823.24,1777.04,1915.64,1915.64,1938.74,1961.84,2025-11-21 15:20:00 IST,1820.56,HORIZON_REACHED,-0.058,20,75.0,True,True,True,True,True,NONE
DEEPAKFERT,2025-12-31 10:15:00 IST,BEAR,2025-12-31 10:20:00 IST,1287.1,1197.24,1466.81,1466.82,1511.75,1556.68,2025-12-31 15:20:00 IST,1197.24,SL_HIT,-1.0,8,75.0,True,True,True,True,True,NONE
DEEPAKFERT,2026-05-21 10:15:00 IST,BULL,2026-05-21 10:20:00 IST,1383.7,1247.4,1656.3,1656.3,1724.45,1792.6,2026-05-21 15:20:00 IST,1525.72,HORIZON_REACHED,1.042,20,75.0,True,True,True,True,True,NONE
DEEPAKFERT,2026-07-16 10:15:00 IST,BULL,2026-07-16 10:20:00 IST,1601.1,1469.97,1863.36,1863.36,1928.92,1994.49,2026-07-16 15:20:00 IST,1469.97,SL_HIT,-1.0,19,75.0,True,True,True,True,True,NONE
IDFCFIRSTB,2025-12-02 10:15:00 IST,BULL,2025-12-02 10:20:00 IST,81.74,77.37,90.48,90.48,92.66,94.85,2025-12-02 15:20:00 IST,85.36,HORIZON_REACHED,0.828,20,75.0,True,True,True,True,True,NONE
ASAHIINDIA,2026-06-25 10:15:00 IST,SIDEWAYS,2026-06-25 10:20:00 IST,898.9,837.63,1021.43,1021.44,1052.07,1082.71,2026-06-25 15:20:00 IST,837.63,SL_HIT,-1.0,2,75.0,True,True,True,True,True,NONE
BLS,2025-11-12 10:15:00 IST,SIDEWAYS,2025-11-12 10:20:00 IST,334.3,300.54,401.81,401.82,418.7,435.58,2025-11-12 15:20:00 IST,315.5,HORIZON_REACHED,-0.557,20,75.0,True,True,True,True,True,NONE
