symbol,variant_id,date,partition,regime,entry_price,stop_loss,target_price,risk,target_r,r_multiple,outcome_type,bars_held
ANANTRAJ,MBAG_V57_SCALE_B_75D_180V,2025-08-28,DEV,BULL,773.4090053116822,704.33,1118.8,69.08,5.0,1.1655,EXPIRED_POS,50
ANANTRAJ,MBAG_V57_SCALE_C_60D_HYBRID_STOP,2025-08-28,DEV,BULL,773.4090053116822,753.44,873.25,19.97,5.0,-1.0,SL_HIT,12
ANANTRAJ,MBAG_V57_SCALE_D_60D_45R,2025-08-28,DEV,BULL,773.4090053116822,704.33,1084.26,69.08,4.5,0.3553,EXPIRED_POS,40
ANANTRAJ,MBAG_V57_SCALE_E_60D_55R,2025-08-28,DEV,BULL,773.4090053116822,704.33,1153.34,69.08,5.5,1.1655,EXPIRED_POS,50
ANANTRAJ,MBAG_V57_SCALE_F_MULTI_REG,2025-08-28,DEV,BULL,773.4090053116822,704.33,1118.8,69.08,5.0,0.8548,EXPIRED_POS,45
ANGELONE,MBAG_V57_SCALE_C_60D_HYBRID_STOP,2026-04-09,VAL,BULL,280.93115234375,257.99,395.64,22.94,5.0,2.5074,EXPIRED_POS,45
ANGELONE,MBAG_V57_SCALE_C_60D_HYBRID_STOP,2026-04-15,VAL,BULL,296.84197998046875,273.91,411.5,22.93,5.0,2.2145,EXPIRED_POS,45
ANGELONE,MBAG_V57_SCALE_C_60D_HYBRID_STOP,2026-04-17,VAL,BULL,321.4757995605469,295.77,450.0,25.71,5.0,-1.0,SL_HIT,19
ANGELONE,MBAG_V57_SCALE_C_60D_HYBRID_STOP,2026-05-21,VAL,BULL,338.6028137207031,315.8,452.62,22.8,5.0,-1.0,SL_HIT,44
ANGELONE,MBAG_V57_SCALE_A_60D_165V,2026-06-15,HOLDOUT,BULL,351.21380615234375,316.92,522.68,34.29,5.0,-1.0,SL_HIT,27
ANGELONE,MBAG_V57_SCALE_C_60D_HYBRID_STOP,2026-06-15,HOLDOUT,BULL,351.21380615234375,328.16,466.48,23.05,5.0,-1.0,SL_HIT,10
ANGELONE,MBAG_V57_SCALE_E_60D_55R,2026-06-15,HOLDOUT,BULL,351.21380615234375,316.92,539.83,34.29,5.5,-1.0,SL_HIT,27
