scanner,symbol,entry_date_str,signal_regime,entry_price,stop_loss,entry_atr,entry_risk_distance,holding_cap,arm_a_exit_date,arm_a_exit_reason,arm_a_exit_price,arm_a_holding_days,arm_a_gross_r,arm_a_cost_r,arm_a_net_r,arm_b_exit_dates,arm_b_exit_reasons,arm_b_exit_prices,arm_b_holding_days,arm_b_gross_r,arm_b_cost_r,arm_b_net_r,paired_delta
EOD,GANESHHOU,2017-07-05,BULL,139.85,130.87,5.9867,8.98,10,2017-07-10,TARGET,157.81,3,2.0,0.0166,1.9834,2017-07-07,TRAILING_STOP(100%),149.01,2,1.0197,0.0161,1.0036,-0.9798
EOD,GANESHHOU,2021-09-03,BULL,142.9,129.0,9.2667,13.9,10,2021-09-14,TARGET,170.7,6,2.0,0.0113,1.9887,2021-09-07,TRAILING_STOP(100%),152.52,2,0.6918,0.0106,0.6812,-1.3075
EOD,GANESHHOU,2022-03-22,BULL,259.25,236.61,15.0933,22.64,10,2022-04-05,TIME_EXPIRY,287.8,10,1.261,0.0121,1.249,2022-03-23;2022-03-24,TARGET_1(50%);TRAILING_STOP(50%),293.21;290.9,2,1.4491,0.0122,1.4369,0.1879
EOD,GANESHHOU,2022-12-12,BULL,354.95,341.74,8.8067,13.21,10,2022-12-15,STOP_LOSS,341.74,3,-1.0,0.0264,-1.0264,2022-12-15,TRAILING_STOP(100%),367.6,3,0.9574,0.0273,0.93,1.9564
EOD,GANESHHOU,2024-02-26,BULL,837.15,765.72,47.62,71.43,10,2024-03-06,STOP_LOSS,765.72,8,-1.0,0.0112,-1.0112,2024-02-28,TRAILING_STOP(100%),893.59,2,0.7901,0.0121,0.778,1.7892
EOD,GARFIBRES,2017-09-01,BULL,184.2,175.22,5.9867,8.98,10,2017-09-15,STOP_LOSS,175.22,10,-1.0,0.02,-1.02,2017-09-15,STOP_LOSS(100%),175.22,10,-1.0,0.02,-1.02,0.0
EOD,GARFIBRES,2023-02-07,BULL,621.95,599.38,15.0467,22.57,10,2023-02-10,STOP_LOSS,599.38,3,-1.0,0.0271,-1.0271,2023-02-10,STOP_LOSS(100%),599.38,3,-1.0,0.0271,-1.0271,0.0
EOD,GARFIBRES,2024-11-18,BULL,938.05,868.96,46.06,69.09,10,2024-11-19,STOP_LOSS,868.96,1,-1.0,0.0131,-1.0131,2024-11-19,STOP_LOSS(100%),868.96,1,-1.0,0.0131,-1.0131,0.0
EOD,GARFIBRES,2024-12-03,BULL,974.75,904.84,46.6067,69.91,10,2024-12-13,STOP_LOSS,904.84,8,-1.0,0.0134,-1.0134,2024-12-13,STOP_LOSS(100%),904.84,8,-1.0,0.0134,-1.0134,0.0
EOD,GENUSPOWER,2024-04-10,BULL,268.6,250.67,11.9533,17.93,10,2024-04-19,TARGET,304.46,5,2.0,0.016,1.984,2024-04-18;2024-04-19,TARGET_1(50%);TRAILING_STOP(50%),295.5;293.32,5,1.4394,0.0157,1.4237,-0.5603
